authors,bbox,created,creators,currentVersion,description,featureType,geometry,id,locationPrecision,locationType,maxDate,minDate,modified,path,pid,reprLat,reprLatLong,reprLong,tags,timePeriods,timePeriodsKeys,timePeriodsRange,title,uid,,,,Continent,Duration,
"Ã…hlfeldt, J.","26.177454, 39.97336, 26.177454, 39.97336",2012-10-20T19:34:07Z,jahlfeldt,0,"Representative point location, site precision",settlement,"{""type"": ""Point"", ""coordinates"": [26.177454, 39.97336]}",dare-location,precise,representative,-330,-750,2018-06-08T12:05:40Z,/places/550877/dare-location,/places/550877,39.97336,"39.97336,26.177454",26.177454,,AC,"archaic,classical","-750.0,-330.0",DARE Location,14e2f126e695b041918ea8648ecc543f,,,,EUROPE,750,prehistory
"Ã…hlfeldt, J.","27.1383, 38.41905, 27.1383, 38.41905",2012-10-20T19:34:20Z,jahlfeldt,0,"Representative point location, site precision",settlement,"{""type"": ""Point"", ""coordinates"": [27.1383, 38.41905]}",dare-location,precise,representative,640,-750,2018-06-07T23:08:49Z,/places/550893/dare-location,/places/550893,38.41905,"38.41905,27.1383",27.1383,,HRL,"hellenistic-republican,roman,late-antique","-330.0,640.0",DARE Location,40537571dab310bcac85ea6a9492616d,,,,EUROPE,750,prehistory
"Ã…hlfeldt, J.","26.785014, 38.177262, 26.785014, 38.177262",2012-10-20T19:34:33Z,jahlfeldt,0,"Representative point location, site precision",settlement,"{""type"": ""Point"", ""coordinates"": [26.785014, 38.177262]}",dare-location,precise,representative,640,-750,2018-06-08T00:58:41Z,/places/550913/dare-location,/places/550913,38.177262,"38.177262,26.785014",26.785014,,ACHRL,"archaic,classical,hellenistic-republican,roman,late-antique","-750.0,640.0",DARE Location,e2000abc36759d903a92bfbb265dc5b6,,,,EUROPE,1390,prehistory
"Ã…hlfeldt, J.","22.3782, 38.12855, 22.3782, 38.12855",2012-10-23T17:17:50Z,jahlfeldt,0,"Representative point location, site precision",settlement,"{""type"": ""Point"", ""coordinates"": [22.3782, 38.12855]}",dare-location,precise,representative,300,-750,2018-06-07T21:21:40Z,/places/570043/dare-location,/places/570043,38.12855,"38.12855,22.3782",22.3782,,ACHR,"archaic,classical,hellenistic-republican,roman","-750.0,300.0",DARE Location,3d8c9364b8d03cb08aeed69380ae43dd,,,,EUROPE,1050,prehistory
"Ã…hlfeldt, J.","22.719464, 37.631561, 22.719464, 37.631561",2012-10-23T17:18:17Z,jahlfeldt,0,"Representative point location, site precision",settlement,"{""type"": ""Point"", ""coordinates"": [22.719464, 37.631561]}",dare-location,precise,representative,300,-750,2018-06-07T20:53:46Z,/places/570106/dare-location,/places/570106,37.631561,"37.631561,22.719464",22.719464,,ACHR,"archaic,classical,hellenistic-republican,roman","-750.0,300.0",DARE Location,8d120cc3cf4056a80716d85f06dbb650,,,,EUROPE,2203,prehistory
"Ã…hlfeldt, J.","22.874043, 37.527311, 22.874043, 37.527311",2012-10-23T17:18:24Z,jahlfeldt,0,"Representative point location, site precision",settlement,"{""type"": ""Point"", ""coordinates"": [22.874043, 37.527311]}",dare-location,precise,representative,300,-750,2018-06-08T10:01:08Z,/places/570124/dare-location,/places/570124,37.527311,"37.527311,22.874043",22.874043,,ACHR,"archaic,classical,hellenistic-republican,roman","-750.0,300.0",DARE Location,d4ad2d1975600729efa288a18918802d,,,,EUROPE,420,prehistory
"Ã…hlfeldt, J.","21.375091, 37.891781, 21.375091, 37.891781",2012-10-23T17:18:53Z,jahlfeldt,0,"Representative point location, site precision",settlement,"{""type"": ""Point"", ""coordinates"": [21.375091, 37.891781]}",dare-location,precise,representative,300,-750,2018-06-08T00:55:31Z,/places/570220/dare-location,/places/570220,37.891781,"37.891781,21.375091",21.375091,,ACHR,"archaic,classical,hellenistic-republican,roman","-750.0,300.0",DARE Location,166d3468d9f3ef2a81249abb1c0d6628,,,,EUROPE,1050,prehistory
"Ã…hlfeldt, J.","23.1602457, 37.633645, 23.1602457, 37.633645",2012-10-23T17:18:58Z,jahlfeldt,0,"Representative point location, site precision",settlement,"{""type"": ""Point"", ""coordinates"": [23.1602457, 37.633645]}",dare-location,precise,representative,300,-750,2018-06-07T21:21:47Z,/places/570228/dare-location,/places/570228,37.633645,"37.633645,23.1602457",23.1602457,,ACHR,"archaic,classical,hellenistic-republican,roman","-750.0,300.0",DARE Location,4befd6cc36a6820ebf26e191cf5bc0db,,,,EUROPE,1050,prehistory
"Ã…hlfeldt, J.","23.02637, 36.731301, 23.02637, 36.731301",2012-10-23T17:19:00Z,jahlfeldt,0,"Representative point location, site precision",settlement,"{""type"": ""Point"", ""coordinates"": [23.02637, 36.731301]}",dare-location,precise,representative,300,-750,2018-06-07T21:02:02Z,/places/570229/dare-location,/places/570229,36.731301,"36.731301,23.02637",23.02637,,ACHR,"archaic,classical,hellenistic-republican,roman","-750.0,300.0",DARE Location,5462f65388e2aef668da8d5123c02b2a,,,,EUROPE,750,prehistory
"Ã…hlfeldt, J.","22.562341, 36.763663, 22.562341, 36.763663",2012-10-23T17:19:20Z,jahlfeldt,0,"Representative point location, site precision",settlement,"{""type"": ""Point"", ""coordinates"": [22.562341, 36.763663]}",dare-location,precise,representative,300,-750,2018-06-08T00:43:47Z,/places/570268/dare-location,/places/570268,36.763663,"36.763663,22.562341",22.562341,,ACHR,"archaic,classical,hellenistic-republican,roman","-750.0,300.0",DARE Location,3934b5ace48fea266f88e9ac94733590,,,,EUROPE,750,prehistory
"Horne, R., J. Becker","22.9931, 37.91568, 22.9931, 37.91568",2019-04-05T12:59:28Z,rmhorne,1,Representative point from Isthmia following GeoNames,settlement,"{""type"": ""Point"", ""coordinates"": [22.9931, 37.91568]}",geonames-location-of-isthmia,precise,representative,-330,-750,2019-04-05T15:04:57Z,/places/570316/geonames-location-of-isthmia,/places/570316,37.91568,"37.91568,22.9931",22.9931,,C,classical,"-550.0,-330.0",GeoNames location of Isthmia,8da408443bb94a3e9932324429c98d27,,,,EUROPE,1050,prehistory
"Becker, J.","39.0429156, 35.9553553, 39.0512251, 35.9610519",2017-05-31T14:47:03Z,jbecker,1,Representative location based on OpenStreetMap.,settlement,"{""type"": ""Polygon"", ""coordinates"": [[[39.0446107, 35.9553553], [39.0429156, 35.9562976], [39.0431945, 35.9579433], [39.044321, 35.9596368], [39.0446461, 35.9599664], [39.0456922, 35.9604657], [39.0471567, 35.9610519], [39.0492756, 35.9610475], [39.0498893, 35.9609783], [39.0502595, 35.9608133], [39.0505223, 35.9606309], [39.050635, 35.9604616], [39.0512143, 35.9582256], [39.0512251, 35.9568057], [39.050989, 35.9565625], [39.0507744, 35.9563541], [39.0504955, 35.9561283], [39.0499569, 35.9558022], [39.0494602, 35.9556593], [39.0446107, 35.9553553]]]}",osm-location-of-tuttul,precise,representative,-1000,-750,2017-10-27T18:55:04Z,/places/582993625/osm-location-of-tuttul,/places/582993625,35.95804988,"35.9580498787,39.0472662969",39.0472663,,32,"3rd-millennium-bc,2nd-millenium-bce","-3000.0,-1000.0",OSM location of Tuttul,a24fdd72424d435385243bbd7b1eacd5,,,,EUROPE,750,prehistory
"Novotny, J.","37.069119, 37.758916, 37.069119, 37.758916",2020-11-04T12:05:22Z,jnovotny,0,,settlement,"{""type"": ""Point"", ""coordinates"": [37.069119, 37.758916]}",representative-location-of-turlu-hoyuk,precise,representative,-540,-750,2020-11-07T11:57:24Z,/places/201144661/representative-location-of-turlu-hoyuk,/places/201144661,37.758916,"37.758916,37.069119",37.069119,"ANE, Assyrian",NN,"neolithic-eastern-med,neo-assyrian-babylonian-middle-east","-10000.0,-540.0",Representative location of Turlu HÃ¶yÃ¼k,293bb307bd674730b1e9ecfc4898122f,,,,EUROPE,2850,prehistory
"Mckee, G.","61.6026, 41.1372, 61.6026, 41.1372",2020-11-10T00:06:28Z,gmckee,1,"Point representing the approximate location of the Elkharas site prior to its destruction by flooding, after Levina 2001.",settlement,"{""type"": ""Point"", ""coordinates"": [61.6026, 41.1372]}",approximate-imagery-location-of-elkharas,precise,"representative,associated_modern",1258,-750,2020-11-13T21:16:15Z,/places/837295554/approximate-imagery-location-of-elkharas,/places/837295554,41.1372,"41.1372,61.6026",61.6026,,AHKLK,"achaemenid-central-asia,hellenistic-central-asia,kangju-yuezhi-kushan-central-asia,late-antiquity-in-central-asia,khwarezmian-middle-east","-540.0,1258.0",Approximate imagery location of Elkharas,45235d7749da480492deed72d5e48844,,,,EUROPE,1050,prehistory
"Becker, J.","8.5588487, 39.2068994, 8.5588487, 39.2068994",2014-12-28T04:30:22Z,jbecker,3,Location based on OpenStreetMap,settlement,"{""type"": ""Point"", ""coordinates"": [8.5588487, 39.2068994]}",osm-location,precise,representative,-3000,-750,2018-07-17T19:44:34Z,/places/729310594/osm-location,/places/729310594,39.2068994,"39.2068994,8.5588487",8.5588487,,4,4th-millenium-bce,"-4000.0,-3000.0","OSM location of Riparo sotto roccia ""Su Carroppu""",76972e7f4b168144c5f81a169df7d931,,,,EUROPE,750,prehistory
"Becker, J.","14.2975763, 46.7021703, 14.2975763, 46.7021703",2014-04-09T03:03:38Z,jbecker,2,Representative location based on OpenStreetMap,settlement,"{""type"": ""Point"", ""coordinates"": [14.2975763, 46.7021703]}",osm-location,precise,representative,640,-750,2019-08-28T22:08:19Z,/places/434674445/osm-location,/places/434674445,46.7021703,"46.7021703,14.2975763",14.2975763,,R,roman-early-empire-late-antique,"-30.0,640.0",OSM location of Ulrichsberg (Berg),a4a8ab965e0770fb7163ed3f7066ff8d,,,,EUROPE,1050,prehistory
"Becker, J.","54.6160493, 38.2640207, 54.6332055, 38.2769538",2019-06-06T18:43:47Z,jbecker,1,Location based on OpenStreetMap,settlement,"{""type"": ""Polygon"", ""coordinates"": [[[54.6246843, 38.2640207], [54.6160493, 38.2666892], [54.6193504, 38.2724728], [54.6266845, 38.2769538], [54.6332055, 38.2733409], [54.6246843, 38.2640207]]]}",osm-location-of-dehistan,precise,representative,1453,-750,2019-08-28T21:49:14Z,/places/673092243/osm-location-of-dehistan,/places/673092243,38.27039326,"38.2703932648,54.6245302419",54.62453024,,M,mediaeval-byzantine,"640.0,1453.0",OSM location of Dehistan,752a2d83091a4a45b2b44aada502560b,,,,EUROPE,1050,prehistory
"Novotny, J., C. Horst","37.0947397, 36.4725818, 37.0947397, 36.4725818",2017-12-15T09:40:11Z,jnovotny,2,Location based on OpenStreetMap,settlement,"{""type"": ""Point"", ""coordinates"": [37.0947397, 36.4725818]}",osm-location-of-tell-rifat-arpad,precise,representative,-540,-720,2018-01-31T15:49:57Z,/places/122919705/osm-location-of-tell-rifat-arpad,/places/122919705,36.4725818,"36.4725818,37.0947397",37.0947397,ANE,EN,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east","-1000.0,-540.0",OSM location of Tell Rif'at (Arpad),cddc7f730abd435286755692fbd1e98c,,,,EUROPE,1050,prehistory
"Becker, J.","6.6683386, 46.7353535, 6.6683386, 46.7353535",2014-04-13T02:11:27Z,jbecker,3,Representative location based on OpenStreetMap.,"sanctuary,","{""type"": ""Point"", ""coordinates"": [6.6683386, 46.7353535]}",osm-location,precise,"representative,",300,-750,2016-07-29T00:28:30Z,/places/246984898/osm-location,/places/246984898,46.7353535,"46.7353535,6.6683386",6.6683386,,R,roman,"-30.0,300.0","OSM location of so-called ""Temple gallo-romain d'Ursins""",acbdb7823c1ff17b0ef0581bf9c44b7c,,,,EUROPE,750,prehistory
"Ã…hlfeldt, J., J. Becker, S. Gillies","5.681783, 44.0619, 5.681783, 44.0619",2012-10-20T19:19:39Z,jahlfeldt,1,"Representative point location, site precision","sanctuary,","{""type"": ""Point"", ""coordinates"": [5.681783, 44.0619]}",dare-location,precise,"representative,",640,-750,2016-07-31T13:46:22Z,/places/148047/dare-location,/places/148047,44.0619,"44.0619,5.681783",5.681783,,ACHRL,"archaic,classical,hellenistic-republican,roman,late-antique","-750.0,640.0",DARE Location,c5f202126e902e35a6692f2f425d92cd,,,,EUROPE,1050,prehistory
"Ã…hlfeldt, J., J. Becker, S. Gillies","5.27003, 43.532393, 5.27003, 43.532393",2012-10-20T19:21:04Z,jahlfeldt,1,"Representative point location, site precision","sanctuary,","{""type"": ""Point"", ""coordinates"": [5.27003, 43.532393]}",dare-location,precise,"representative,",-30,-750,2016-07-29T00:25:02Z,/places/148174/dare-location,/places/148174,43.532393,"43.532393,5.27003",5.27003,,H,hellenistic-republican,"-330.0,-30.0",DARE Location,0491e220d2cba1280466cf29c47e62ee,,,,EUROPE,1050,prehistory
"Becker, J.","21.866873, 37.52905, 21.866873, 37.52905",2014-04-22T16:58:59Z,jbecker,2,Location based on OpenStreetMap,"sanctuary,","{""type"": ""Point"", ""coordinates"": [21.866873, 37.52905]}",osm-location-of-sanctuary,precise,"representative,",300,-750,2019-04-10T21:47:42Z,/places/218039420/osm-location-of-sanctuary,/places/218039420,37.52905,"37.52905,21.866873",21.866873,,CH,"classical,hellenistic-roman-early-empire","-550.0,300.0",OSM location of sanctuary,165253a6bd963cfae6d1d052f4a66010,,,,EUROPE,1050,prehistory
"Becker, J.","0.7674574, 45.8488517, 0.7674574, 45.8488517",2014-04-13T05:25:28Z,jbecker,3,Representative location based on OpenStreetMap.,"sanctuary,","{""type"": ""Point"", ""coordinates"": [0.7674574, 45.8488517]}",location-of-temple,precise,"representative,",300,-750,2020-02-16T14:11:25Z,/places/514380156/location-of-temple,/places/514380156,45.8488517,"45.8488517,0.7674574",0.7674574,,R,roman,"-30.0,300.0",OSM location of sanctuary of MontÃ©lu,0267d8706eb88226f50d6fbd55728dc5,,,,EUROPE,750,prehistory
"Becker, J., C. Giovanazzi","10.8189765, 45.9166019, 10.8189765, 45.9166019",2014-05-06T19:47:29Z,jbecker,2,Location based on OpenStreetMap,"sanctuary,","{""type"": ""Point"", ""coordinates"": [10.8189765, 45.9166019]}",osm-location-of-archaeological-area,precise,"representative,",300,-750,2016-08-01T11:40:41Z,/places/383713/osm-location-of-archaeological-area,/places/383713,45.9166019,"45.9166019,10.8189765",10.8189765,,HR,"hellenistic-republican,roman","-330.0,300.0",OSM location of archaeological area,98cbabceeedffd907f28a936ce3ba049,,,,EUROPE,1050,prehistory
"Ã…hlfeldt, J., J. Becker, S. Gillies","22.8522, 38.028187, 22.8522, 38.028187",2012-10-23T17:19:31Z,jahlfeldt,1,"Representative point location, site precision","sanctuary,","{""type"": ""Point"", ""coordinates"": [22.8522, 38.028187]}",dare-location,precise,"representative,",300,-750,2018-06-08T00:01:54Z,/places/570288/dare-location,/places/570288,38.028187,"38.028187,22.8522",22.8522,,ACHR,"archaic,classical,hellenistic-republican,roman","-750.0,300.0",DARE Location,d8439dcf3599e64d3be73ba572a18454,,,,EUROPE,750,prehistory
"Ã…hlfeldt, J., J. Becker, S. Gillies","22.774722, 37.691944, 22.774722, 37.691944",2012-10-23T17:19:34Z,jahlfeldt,1,"Representative point location, site precision","sanctuary,","{""type"": ""Point"", ""coordinates"": [22.774722, 37.691944]}",dare-location,precise,,300,-750,2018-06-07T23:41:41Z,/places/570289/dare-location,/places/570289,37.691944,"37.691944,22.774722",22.774722,,ACHR,"archaic,classical,hellenistic-republican,roman","-750.0,300.0",DARE Location,22e9ea1a381e30519d3bf2d0a26e440d,,,,EUROPE,2850,prehistory
"Becker, J.","22.7763025, 37.6931186, 22.7763025, 37.6931186",2013-05-15T14:46:02Z,jbecker,2,Location based on OpenStreetMap,"sanctuary,","{""type"": ""Point"", ""coordinates"": [22.7763025, 37.6931186]}",location-of-heraion-argolis,precise,"representative,",300,-750,2018-06-07T23:41:41Z,/places/570289/location-of-heraion-argolis,/places/570289,37.6931186,"37.6931186,22.7763025",22.7763025,,CHR,"classical,hellenistic-republican,roman","-550.0,300.0",OSM location of Heraion (Argolis),8c4ab88a880feaad6f284e03acbcecd9,,,,EUROPE,1050,prehistory
"Ã…hlfeldt, J., J. Becker, S. Gillies","22.993169, 37.915927, 22.993169, 37.915927",2012-10-23T17:19:45Z,jahlfeldt,1,"Representative point location, site precision","sanctuary,","{""type"": ""Point"", ""coordinates"": [22.993169, 37.915927]}",dare-location,precise,,300,-750,2017-06-05T13:42:21Z,/places/570316/dare-location,/places/570316,37.915927,"37.915927,22.993169",22.993169,,ACHR,"archaic,classical,hellenistic-republican,roman","-750.0,300.0",DARE Location,25467d702c03cf89bf490d72c9a6e917,,,,EUROPE,1050,prehistory
"Becker, J.","16.237691, 38.2111226, 16.237691, 38.2111226",2013-11-26T14:13:20Z,jbecker,3,Location based on OpenStreetMap,"sanctuary,","{""type"": ""Point"", ""coordinates"": [16.237691, 38.2111226]}",location-of-archaeological-area,precise,"representative,",640,-750,2018-07-11T00:53:52Z,/places/629225363/location-of-archaeological-area,/places/629225363,38.2111226,"38.2111226,16.237691",16.237691,,ACHRL,"archaic,classical,hellenistic-republican,roman,late-antique","-750.0,640.0",OSM location of Aphrodite sanctuary,66264d640b0527f71e467af71e2f20df,,,,EUROPE,750,prehistory
"Elliott, T., J. Becker, S. Gillies","6.509593, 49.664408, 6.509593, 49.664408",2012-01-12T14:59:38Z,thomase,5,"This reconstructed (in-situ) temple complex stands on a hill called Metzenberg, just to the southwest of modern Tawern in Germany. A partially excavated Gallo-Roman vicus lies at the foot of the hill, closer to town.","sanctuary,","{""type"": ""Point"", ""coordinates"": [6.509593, 49.664408]}",site-of-reconstructed-roman-temple-complex-in-situ-at-tawern,precise,"representative,",640,-750,2018-10-31T00:10:37Z,/places/645513764/site-of-reconstructed-roman-temple-complex-in-situ-at-tawern,/places/645513764,49.664408,"49.664408,6.509593",6.509593,,RL,"roman,late-antique","-30.0,640.0",Site of Roman temple complex,97a61d6aeb711ad3fad749df86619849,,,,EUROPE,1050,prehistory
"Becker, J., T. Elliott","11.801528, 42.258811, 11.801528, 42.258811",2012-10-08T17:02:36Z,jbecker,2,A fourth to third century BC sanctuary at Tarquinia,sanctuary,"{""type"": ""Point"", ""coordinates"": [11.801528, 42.258811]}",imagery-location-ara-della-regina,precise,representative,300,-750,2018-06-05T21:30:41Z,/places/43496934/imagery-location-ara-della-regina,/places/43496934,42.258811,"42.258811,11.801528",11.801528,,HR,"hellenistic-republican,roman","-330.0,300.0",Imagery Location of Ara della Regina,0bd9becc55d531301c3fbe41fa64fc68,,,,EUROPE,420,prehistory
"Mckee, G., J. Becker","26.1173942, 39.5358938, 26.1180916, 39.5365041",2017-03-04T01:19:17Z,gmckee,1,Location based on OpenStreetMap,sanctuary,"{""type"": ""Polygon"", ""coordinates"": [[[26.1176705, 39.5358938], [26.1173942, 39.5360821], [26.1178019, 39.5365041], [26.1180916, 39.5363613], [26.1176705, 39.5358938]]]}",osm-location-of-smintheion,precise,representative,300,-750,2017-03-04T01:39:22Z,/places/550892/osm-location-of-smintheion,/places/550892,39.5362071,"39.5362070998,26.1177414953",26.1177415,"extant remains, temple",HR,"hellenistic-republican,roman","-330.0,300.0",OSM location of Smintheion,f1dfd7e4cacf4bcebdf96d35be786821,,,,EUROPE,2850,prehistory
"Becker, J.","23.0717065, 37.5966634, 23.0764224, 37.6006962",2019-02-17T21:50:15Z,jbecker,1,Representative location based on OpenStreetMap.,sanctuary,"{""type"": ""Polygon"", ""coordinates"": [[[23.0720655, 37.5966634], [23.0717065, 37.5973623], [23.0722373, 37.5981458], [23.0741962, 37.6006327], [23.0745819, 37.6006962], [23.0756205, 37.5996979], [23.0764224, 37.59876], [23.0761895, 37.597211], [23.0761054, 37.596981], [23.0753532, 37.5968025], [23.0720655, 37.5966634]]]}",osm-location-of-epidaurus-asclepeion,precise,representative,300,-750,2019-02-17T21:51:09Z,/places/570127/osm-location-of-epidaurus-asclepeion,/places/570127,37.59830234,"37.598302343,23.0742641946",23.07426419,,CHR,"classical,hellenistic-republican,roman","-550.0,300.0",OSM location of Epidaurus Asclepeion,f0993cc6cc76408aadede3d5dcc0c9b4,,,,EUROPE,2850,prehistory
"Kiesling, B., T. Elliott","22.4198, 37.0138, 22.4198, 37.0138",2019-02-04T19:07:43Z,"bkiesling, thomase",2,Representative point derived from comparison of Cook's sketch map and Google Earth imagery (to include a Streetview image showing modern signage identifying the sanctuary area). Dates after BAtlas.,sanctuary,"{""type"": ""Point"", ""coordinates"": [22.4198, 37.0138]}",imagery-location-of-sanctuary,precise,"representative,central_point",300,-750,2019-02-04T21:45:16Z,/places/570216/imagery-location-of-sanctuary,/places/570216,37.0138,"37.0138,22.4198",22.4198,,CHR,"classical,hellenistic-republican,roman","-550.0,300.0",Imagery Location of Sanctuary,bc9ae86654364b408c03e6257145f79d,,,,EUROPE,2850,prehistory
"Becker, J.","22.8520284, 38.0277845, 22.8548585, 38.0283623",2018-09-14T02:46:34Z,jbecker,1,Representative location based on OpenStreetMap.,sanctuary,"{""type"": ""Polygon"", ""coordinates"": [[[22.8522035, 38.0277845], [22.8520284, 38.0278433], [22.8521159, 38.0280245], [22.8523588, 38.0281468], [22.8542617, 38.0283623], [22.8548585, 38.0282084], [22.8547172, 38.0278001], [22.8522035, 38.0277845]]]}",osm-location-of-iiii-i1i-i-i-i3i1ioii-issiii-i-iii,precise,representative,300,-750,2018-09-25T21:20:53Z,/places/570288/osm-location-of-iiii-i1i-i-i-i3i1ioii-issiii-i-iii,/places/570288,38.02803821,"38.0280382128,22.8534404958",22.8534405,,ACHR,"archaic,classical,hellenistic-republican,roman","-750.0,300.0",OSM location of Î‘ÏÏ‡Î±Î¹Î¿Î»Î¿Î³Î¹ÎºÏŒÏ‚ Î§ÏŽÏÎ¿Ï‚ Î—ÏÎ±Î¯Î¿Ï…,f0a02cf9a7f84a97b28a37cb5c283318,,,,EUROPE,2850,prehistory
"Becker, J.","12.49177, 41.886316, 12.49177, 41.886316",2015-06-15T15:17:47Z,jbecker,2,Representative ocation based on OpenStreetMap.,"road,","{""type"": ""Point"", ""coordinates"": [12.49177, 41.886316]}",osm-location,precise,representative,2100,-750,2016-12-15T18:37:06Z,/places/267702571/osm-location,/places/267702571,41.886316,"41.886316,12.49177",12.49177,,M,modern,"1700.0,2100.0",OSM location of Clivo di Scauro,15f4e56de8039fcf8b78074f5a70828c,,,,EUROPE,2850,prehistory
"Becker, J.","12.4000201, 45.546422, 12.4000201, 45.546422",2013-06-30T03:06:51Z,jbecker,1,Location based on OpenStreetMap,"road,","{""type"": ""Point"", ""coordinates"": [12.4000201, 45.546422]}",location-of-decumanus,precise,representative,300,-750,2013-07-11T00:12:39Z,/places/393374/location-of-decumanus,/places/393374,45.546422,"45.546422,12.4000201",12.4000201,,R,roman,"-30.0,300.0",location of decumanus,a6a13e0ba5f1ed8e8e8640543ae2ef1f,,,,EUROPE,1050,prehistory
"Becker, J.","-2.1338651, 40.1254751, -2.1338651, 40.1254751",2013-05-31T01:26:03Z,jbecker,1,Location based on OpenStreetMap,"river,","{""type"": ""Point"", ""coordinates"": [-2.1338651, 40.1254751]}",location-of-Sucro-fl,precise,representative,2100,-4000,2013-06-17T08:37:11Z,/places/266053/location-of-Sucro-fl,/places/266053,40.1254751,"40.1254751,-2.1338651",-2.1338651,,M,modern,"1700.0,2100.0",location of Sucro fl.,1fe9f8e7226d0873b46b312ccaab540f,,,,EUROPE,2850,prehistory
"Becker, J.","-1.004818, 38.0497059, -1.004818, 38.0497059",2013-05-31T01:23:43Z,jbecker,1,Location based on OpenStreetMap,"river,","{""type"": ""Point"", ""coordinates"": [-1.004818, 38.0497059]}",location-of-Tader-fl,precise,representative,2100,-4000,2017-10-27T20:21:26Z,/places/266057/location-of-Tader-fl,/places/266057,38.0497059,"38.0497059,-1.004818",-1.004818,,M,modern,"1700.0,2100.0",location of Tader fl.,eb9a5212461991943aa9a53778d37abc,,,,EUROPE,750,prehistory
"Becker, J.","-1.7309516, 40.4051232, -1.7309516, 40.4051232",2013-05-31T01:28:01Z,jbecker,1,Location based on OpenStreetMap,"river,","{""type"": ""Point"", ""coordinates"": [-1.7309516, 40.4051232]}",location-of-Turia-fl,precise,representative,2100,-4000,2013-06-17T08:37:44Z,/places/266076/location-of-Turia-fl,/places/266076,40.4051232,"40.4051232,-1.7309516",-1.7309516,,M,modern,"1700.0,2100.0",location of Turia fl.,db88f1c0614b71e17ebcf7f0347127dc,,,,EUROPE,1050,prehistory
"Becker, J.","-6.033041, 35.1147428, -6.033041, 35.1147428",2013-05-20T03:07:08Z,jbecker,1,Location based on OpenStreetMap,"river,","{""type"": ""Point"", ""coordinates"": [-6.033041, 35.1147428]}",location-of-Lixus-fl,precise,representative,2100,-2000,2017-10-27T20:21:33Z,/places/275667/location-of-Lixus-fl,/places/275667,35.1147428,"35.1147428,-6.033041",-6.033041,,M,modern,"1700.0,2100.0",location of Lixus fl.,4b28ff2151a9dd1d62218f68315770fd,,,,EUROPE,750,prehistory
"Becker, J.","-5.4101103, 35.5623508, -5.4101103, 35.5623508",2013-10-27T03:32:16Z,jbecker,2,Location based on OpenStreetMap,"river,","{""type"": ""Point"", ""coordinates"": [-5.4101103, 35.5623508]}",location-of-Tamuda-fl,precise,representative,2100,-2000,2014-02-23T04:42:02Z,/places/275733/location-of-Tamuda-fl,/places/275733,35.5623508,"35.5623508,-5.4101103",-5.4101103,,M,modern,"1700.0,2100.0",location of Oud Martil (river),2d77707c1bb2f8ec3cb65ad6f8979002,,,,EUROPE,1050,prehistory
"Becker, J., T. Elliott","-2.345498, 35.1142583, -2.345498, 35.1142583",2014-05-25T21:05:25Z,jbecker,2,Representative point derived from an OpenStreetMap way.,"river,","{""type"": ""Point"", ""coordinates"": [-2.345498, 35.1142583]}",osm-location-mouth,precise,representative,2100,-2000,2014-08-15T13:08:20Z,/places/285491/osm-location-mouth,/places/285491,35.1142583,"35.1142583,-2.345498",-2.345498,,M,modern,"1700.0,2100.0",OSM location: river mouth,f94830d807011305a0a705ccfd5c8231,,,,EUROPE,750,prehistory
"Becker, J.","-4.7684834, 32.7914841, -4.7684834, 32.7914841",2013-04-23T00:18:20Z,jbecker,2,Representative point derived from an OpenStreetMap way.,"river,","{""type"": ""Point"", ""coordinates"": [-4.7684834, 32.7914841]}",osm-location-upstream,precise,representative,2100,-2000,2014-08-15T13:08:20Z,/places/285491/osm-location-upstream,/places/285491,32.7914841,"32.7914841,-4.7684834",-4.7684834,,M,modern,"1700.0,2100.0",OSM location: upstream section,ff75785432138cf49135e4f34f084194,,,,EUROPE,2850,prehistory
"Becker, J.","-1.4248329, 35.2516991, -1.4248329, 35.2516991",2013-10-27T01:58:43Z,jbecker,2,Location based on OpenStreetMap,"river,","{""type"": ""Point"", ""coordinates"": [-1.4248329, 35.2516991]}",location-of-Siga-fl,precise,representative,2100,-1750,2014-01-20T02:17:38Z,/places/285522/location-of-Siga-fl,/places/285522,35.2516991,"35.2516991,-1.4248329",-1.4248329,,M,modern,"1700.0,2100.0",location of Oued Tafna,d9f3fbb0ef424879586a92ba28317067,,,,EUROPE,1050,prehistory
"Gillies, S., J. Becker","3.444167, 43.2825, 3.444167, 43.2825",2012-06-08T13:07:44Z,sgillies,1,Coordinates after GeoHack.,"river,","{""type"": ""Point"", ""coordinates"": [3.444167, 43.2825]}",mouth-of-river,precise,representative,2100,-750,2017-10-27T20:12:20Z,/places/147998/mouth-of-river,/places/147998,43.2825,"43.2825,3.444167",3.444167,,M,modern,"1700.0,2100.0",Mouth of Arauris fl.,9ab35882167ba43600fc580bbe752ae0,,,,EUROPE,750,prehistory
"Becker, J.","3.4983021, 43.6022739, 3.4983021, 43.6022739",2013-05-26T02:55:28Z,jbecker,2,Location based on OpenStreetMap,"river,","{""type"": ""Point"", ""coordinates"": [3.4983021, 43.6022739]}",location-of-Arauris-fl,precise,representative,2100,-750,2017-10-27T20:12:20Z,/places/147998/location-of-Arauris-fl,/places/147998,43.6022739,"43.6022739,3.4983021",3.4983021,,M,modern,"1700.0,2100.0",location of Arauris fl.,52961f440a4ffa6db48672ce3b1c19f2,,,,EUROPE,2850,prehistory
